Report runtime: June 11th 242024, 4:42:22 pm,,,,,,The Port Authority of New York and New Jersey
User: aanantharajah,,,,,,,TRN-201 Transaction Research
 
Parameters for this report
Plazas: All,Lanes: All,Lane State: All,Special/Escort: All,Charged Class: All,Tag Class: All,Tag Agency: All,Tag: None,AVC Class: All,Speed: All,Mismatch Flag: All,Plan Type: All,Recon Type: All,Revenue Type: All,Plate State: All,Plate: None,Plate Type: All,Hide/Show Plate Data Column: Hide,Start Date: 06/11/2024,Start Time: 12:00 pm,End Date: 06/11/2024,End Time: 3:00 pm,Recon Code: All,Hot List Reason: All,Transaction Flag: All,Resolution: All,Single Tag Only: No,Flush Converted Only: No,Tag Protocols: All

Transaction Research
,,,,,,,Lane Config,,,,Transaction,,,,,,Tag,,,,,,Class,,,,Axles,,,,,,,,,,Revenue,,,,,,Hot List,,Processing,,,,,ATRN File,,,,,,,Reconciliation,,,,
LT,6,06/11/2024 14:13:12.807,06/11/2024 14:13:12.516,6,x,x,O,U,U,Y,1548007672,Norm,N,Y,1,20,022-13677006,V, ,Y,IAG,46, ,1,522, , ,N,2, ,194,179,556,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:15.345,06/11/2024 14:13:15.025,6,x,x,O,U,U,Y,1548007701,Norm,N,Y,1,19,022-09456874,V, ,Y,IAG,39, ,1,72, , ,N,2, ,188,196,584,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:17.329,06/11/2024 14:13:16.997,6,x,x,O,U,U,Y,1548007718,Norm,N,Y,1,20,005-03275348,V, ,Y,IAG,35, ,1,72, , ,N,2, ,170,212,491,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:19.751,06/11/2024 14:13:19.601,6,x,x,O,U,U,Y,1548007742,Norm,N,Y,1,19,008-13531078,V, ,Y,IAG,33, ,1,72, , ,N,2, ,161,174,479,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:22.087,06/11/2024 14:13:21.809,6,x,x,O,U,U,Y,1548007775,Norm,N,Y,1,19,005-03110123,V,C,Y,IAG,39, ,1,72, , ,N,2, ,170,194,506,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:24.597, ,6,x,x,O,U,U,Y,1548009424,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,189,196,589,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:26.424,06/11/2024 14:13:26.157,6,x,x,O,U,U,Y,1548007824,Norm,N,Y,1,20,008-16585941,V,SC,Y,IAG,22, ,1,72, , ,N,2, ,182,171,485,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:29.129,06/11/2024 14:13:28.893,6,x,x,O,U,U,Y,1548007856,Norm,N,Y,1,18,008-15817741,V, ,Y,IAG,39, ,1,72, , ,N,2, ,170,187,511,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:32.349, ,6,x,x,O,U,U,Y,1548009514,Norm,N,Y,1,18,-, , , ,-, , , , , , ,N, , ,171,221,512,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:34.227,06/11/2024 14:13:33.947,6,x,x,O,U,U,Y,1548007897,Norm,N,Y,1,18,022-13538152,V, ,Y,IAG,27, ,1,264, , ,N,2, ,181,167,482,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:36.096,06/11/2024 14:13:35.882,6,x,x,O,U,U,Y,1548007909,Norm,N,Y,1,19,006-06012777,V, ,Y,IAG,46, ,1,72, , ,N,2, ,135,187,469,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:38.219, ,6,x,x,O,U,U,Y,1548009574,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,266,212,736,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:13:39.282, ,6,x,x,O,U,U,Y,1548009584,Norm,N,Y,1,23,-, , , ,-, , , , , , ,N, , ,136,181,460,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:39.901,06/11/2024 14:13:39.619,6,x,x,O,U,U,Y,1548007936,Norm,N,Y,1,23,005-04958009,V, ,Y,IAG,24, ,1,72, , ,N,2, ,140,184,514,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:42.934, ,6,x,x,O,U,U,Y,1548009623,Norm,N,Y,1,20,-, , , ,-, , , , , , ,N, , ,184,197,596,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:13:44.160,06/11/2024 14:13:44.128,6,x,x,O,U,U,Y,1548007959,Norm,N,Y,1,28,022-14911362,V, ,Y,IAG,3, ,1,72, , ,N,2, ,140,195,475,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:13:44.160,06/11/2024 14:13:43.988,6,x,x,O,U,U,Y,1548007959,Norm,N,Y,1,28,022-14911363,V, ,N,IAG,21, ,1,72, , ,N,2, ,140,195,475,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:44.872,06/11/2024 14:13:44.622,6,x,x,O,U,U,Y,1548007969,Norm,N,Y,1,22,005-04142819,V, ,Y,IAG,37, ,1,72, , ,N,2, ,170,206,499,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:46.890,06/11/2024 14:13:46.748,6,x,x,O,U,U,Y,1548007981,Norm,N,Y,1,23,004-05366246,B,C,Y,IAG,15, ,1,72, , ,N,2, ,140,164,477,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:13:49.610, ,6,x,x,O,U,U,Y,1548009681,Norm,N,Y,1,27,-, , , ,-, , , , , , ,N, , ,163,175,475,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:49.661,06/11/2024 14:13:49.381,6,x,x,O,U,U,Y,1548008004,Norm,N,Y,1,21,008-16380567,V, ,Y,IAG,26, ,1,72, , ,N,2, ,206,211,605,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:13:52.055,06/11/2024 14:13:51.890,6,x,x,O,U,U,Y,1548008023,Norm,N,Y,1,24,022-13993557,V, ,Y,IAG,22, ,1,72, , ,N,2, ,158,177,480,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:52.143, ,6,x,x,O,U,U,Y,1548009709,Norm,N,Y,1,21,-, , , ,-, , , , , , ,N, , ,141,178,500,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:54.305,06/11/2024 14:13:54.046,6,x,x,O,U,U,Y,1548008046,Norm,N,Y,1,20,005-04884711,V, ,Y,IAG,11, ,1,72, , ,N,2, ,193,194,580,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:56.379,06/11/2024 14:13:56.121,6,x,x,O,U,U,Y,1548008070,Norm,N,Y,1,17,022-10131750,I, ,N,IAG,41, ,1,72, , ,N,2, ,163,185,463,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:13:56.737,06/11/2024 14:13:56.459,6,x,x,O,U,U,Y,1548008069,Norm,N,Y,1,23,005-03805298,V, ,Y,IAG,25, ,1,72, , ,N,2, ,186,206,553,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:13:57.966, ,6,x,x,O,U,U,Y,1548010039,Norm,N,Y,1,24,-, , , ,-, , , , , , ,N, , ,156,64,183,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:13:59.525, ,6,x,x,O,U,U,Y,1548010111,Norm,N,Y,1,17,-, , , ,-, , , , , , ,N, , ,206,188,572,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:00.267,06/11/2024 14:14:00.019,6,x,x,O,U,U,Y,1548008093,Norm,N,Y,1,25,004-09935307,V,GC,Y,IAG,31, ,1,72, , ,N,2, ,166,193,527,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:00.953,06/11/2024 14:14:00.814,6,x,x,O,U,U,Y,1548008114,Norm,N,Y,1,17,022-09317291,V, ,Y,IAG,32, ,1,72, , ,N,2, ,132,190,478,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:01.766,06/11/2024 14:14:01.535,6,x,x,O,U,U,Y,1548008103,Norm,N,Y,1,24,004-12240906,V, ,Y,IAG,21, ,1,72, , ,N,2, ,179,166,483,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:04.243, ,6,x,x,O,U,U,Y,1548010153,Norm,N,Y,1,20,-, , , ,-, , , , , , ,N, , ,288,242,961,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:07.176, ,6,x,x,O,U,U,Y,1548010181,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,142,185,507,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:08.739, ,6,x,x,O,U,U,Y,1548010191,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,202,225,598,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:09.073,06/11/2024 14:14:08.943,6,x,x,O,U,U,Y,1548008184,Norm,N,Y,1,25,008-12546990,V, ,Y,IAG,26, ,1,72, , ,N,2, ,137,203,496,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:10.585,06/11/2024 14:14:10.363,6,x,x,O,U,U,Y,1548008186,Norm,N,Y,1,20,022-12954584,B,S,Y,IAG,46, ,1,72, , ,N,2, ,139,185,503,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:12.946, ,6,x,x,O,U,U,Y,1548010235,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,280,182,611,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:13.506, ,6,x,x,O,U,U,Y,1548010238,Norm,N,Y,1,24,-, , , ,-, , , , , , ,N, , ,264,190,610,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:15.205, ,6,x,x,O,U,U,Y,1548010241,Norm,N,Y,1,23,-, , , ,-, , , , , , ,N, , ,249,215,616,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:15.701, ,6,x,x,O,U,U,Y,1548010243,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,164,183,511,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:16.992, ,6,x,x,O,U,U,Y,1548010253,Norm,N,Y,1,23,-, , , ,-, , , , , , ,N, , ,189,200,599,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:17.804,06/11/2024 14:14:17.705,6,x,x,O,U,U,Y,1548008231,Norm,N,Y,1,22,008-12059988,V, ,Y,IAG,37, ,1,72, , ,N,2, ,140,181,495,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:19.195,06/11/2024 14:14:18.950,6,x,x,O,U,U,Y,1548008238,Norm,N,Y,1,24,005-04566911,I,S,N,IAG,26, ,1,72, , ,N,2, ,162,181,490,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:20.154,06/11/2024 14:14:19.941,6,x,x,O,U,U,Y,1548008246,Norm,N,Y,1,24,008-10127945,V, ,Y,IAG,27, ,1,72, , ,N,2, ,159,184,452,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:21.618, ,6,x,x,O,U,U,Y,1548010305,Norm,N,Y,1,21,-, , , ,-, , , , , , ,N, , ,145,169,461,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:23.135,06/11/2024 14:14:22.981,6,x,x,O,U,U,Y,1548008268,Norm,N,Y,1,22,086-00143797,B,C,Y,IAG,24, ,1,72, , ,N,2, ,171,189,474,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:23.201, ,6,x,x,O,U,U,Y,1548010315,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,206,208,609,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,2,06/11/2024 14:14:23.549, ,6,x,x,O,U,U,Y,1548010313,Norm,N,Y,1,26,-, , , ,-, , , , , , ,N, , ,261,231,840,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:25.050,06/11/2024 14:14:24.863,6,x,x,O,U,U,Y,1548008279,Norm,N,Y,1,22,008-09935938,V, ,Y,IAG,45, ,1,72, , ,N,2, ,135,193,472,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:26.146, ,6,x,x,O,U,U,Y,1548010336,Norm,N,Y,1,21,-, , , ,-, , , , , , ,N, , ,203,212,554,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:27.364,06/11/2024 14:14:27.129,6,x,x,O,U,U,Y,1548008301,Norm,N,Y,1,17,022-14643105,V,C,Y,IAG,42, ,1,72, , ,N,2, ,142,186,514,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:29.322,06/11/2024 14:14:29.050,6,x,x,O,U,U,Y,1548008306,Norm,N,Y,1,21,008-16597083,V, ,Y,IAG,19, ,1,72, , ,N,2, ,171,183,538,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:32.416, ,6,x,x,O,U,U,Y,1548010387,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,189,180,492,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:33.929,06/11/2024 14:14:33.736,6,x,x,O,U,U,Y,1548008324,Norm,N,Y,1,25,008-09821101,V,C,Y,IAG,27, ,1,72, , ,N,2, ,141,176,498,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:34.419, ,6,x,x,O,U,U,Y,1548010398,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,189,201,599,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:35.985,06/11/2024 14:14:35.670,6,x,x,O,U,U,Y,1548008342,Norm,N,Y,1,23,022-13495198,I, ,N,IAG,35, ,1,264, , ,N,2, ,202,185,561,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:37.578, ,6,x,x,O,U,U,Y,1548010436,Norm,N,Y,1,21,-, , , ,-, , , , , , ,N, , ,189,186,593,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:38.341,06/11/2024 14:14:38.164,6,x,x,O,U,U,Y,1548008355,Norm,N,Y,1,26,005-03118040,V, ,Y,IAG,22, ,1,72, , ,N,2, ,173,195,516,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:39.640,06/11/2024 14:14:39.335,6,x,x,O,U,U,Y,1548008373,Norm,N,Y,1,22,008-15093103,V, ,Y,IAG,20, ,1,72, , ,N,2, ,166,187,517,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:41.730,06/11/2024 14:14:41.460,6,x,x,O,U,U,Y,1548008383,Norm,N,Y,1,25,004-08562575,V, ,Y,IAG,20, ,1,72, , ,N,2, ,191,200,571,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:14:42.308,06/11/2024 14:14:42.071,6,x,x,O,U,U,Y,1548008394,Norm,N,Y,1,24,022-13762887,V, ,Y,IAG,19, ,1,72, , ,N,2, ,160,196,480,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:44.175, ,6,x,x,O,U,U,Y,1548010488,Norm,N,Y,1,23,-, , , ,-, , , , , , ,N, , ,162,197,469,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:14:56.491,06/11/2024 14:14:56.395,6,x,x,O,U,U,Y,1548008510,Norm,N,Y,1,40,022-11463797,B,S,Y,IAG,18, ,1,72, , ,N,2, ,169,182,505,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:00.009,06/11/2024 14:14:59.845,6,x,x,O,U,U,Y,1548008582,Norm,N,Y,1,24,086-00092130,V, ,Y,IAG,31, ,1,72, , ,N,2, ,157,188,496,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:01.633, ,6,x,x,O,U,U,Y,1548010627,Norm,N,Y,1,25,-, , , ,-, , , , , , ,N, , ,243,187,552,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.304,06/11/2024 14:15:03.120,6,x,x,O,U,U,Y,1548008700,Norm,N,Y,1,27,008-12811802,V, ,Y,IAG,25, ,1,72, , ,N,2, ,160,185,465,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.401,06/11/2024 14:01:47.100,0,x,x,O,U,U,Y,1548006883,Spur,N,Y,1,0,008-15177816,V, ,N,IAG,39, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.401,06/11/2024 14:01:53.522,0,x,x,O,U,U,Y,1548006884,Spur,N,Y,1,0,008-15089998,V, ,N,IAG,23, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.401,06/11/2024 14:01:55.457,0,x,x,O,U,U,Y,1548006885,Spur,N,Y,1,0,005-03764188,V, ,N,IAG,26, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.401,06/11/2024 14:02:01.497,0,x,x,O,U,U,Y,1548006887,Spur,N,Y,1,0,022-13305976,V, ,N,IAG,28, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.401,06/11/2024 14:02:04.322,0,x,x,O,U,U,Y,1548006888,Spur,N,Y,1,0,005-05040304,B, ,N,IAG,14, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.401,06/11/2024 14:02:06.904,0,x,x,O,U,U,Y,1548006890,Spur,N,Y,1,0,008-14392386,V, ,N,IAG,26, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.401,06/11/2024 14:02:14.003,0,x,x,O,U,U,Y,1548006891,Spur,N,Y,1,0,004-11554188,V, ,N,IAG,18, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:02:23.331,0,x,x,O,U,U,Y,1548006892,Spur,N,Y,1,0,022-11274625,V, ,N,IAG,16, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:02:26.216,0,x,x,O,U,U,Y,1548006894,Spur,N,Y,1,0,022-09719171,V, ,N,IAG,40, ,2,523, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:03:38.497,0,x,x,O,U,U,Y,1548006896,Spur,N,Y,1,0,022-13641892,V, ,N,IAG,25, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:03:42.411,0,x,x,O,U,U,Y,1548006899,Spur,N,Y,1,0,022-13524735,V, ,N,IAG,43, ,1,200, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:03:49.753,0,x,x,O,U,U,Y,1548006902,Spur,N,Y,1,0,004-10587661,V, ,N,IAG,27, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:03:57.713,0,x,x,O,U,U,Y,1548006904,Spur,N,Y,1,0,008-08868901,V, ,N,IAG,25, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:04:09.123,0,x,x,O,U,U,Y,1548006906,Spur,N,Y,1,0,022-14762227,V, ,N,IAG,38, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:04:15.988,0,x,x,O,U,U,Y,1548006908,Spur,N,Y,1,0,008-14460173,V, ,N,IAG,19, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:15:03.402,06/11/2024 14:04:23.720,0,x,x,O,U,U,Y,1548006910,Spur,N,Y,1,0,008-11311474,V, ,N,IAG,18, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:04:32.393,0,x,x,O,U,U,Y,1548006912,Spur,N,Y,1,0,008-14146823,V, ,N,IAG,47, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:04:37.470,0,x,x,O,U,U,Y,1548006915,Spur,N,Y,1,0,004-09289090,V, ,N,IAG,15, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:04:57.591,0,x,x,O,U,U,Y,1548006939,Spur,N,Y,1,0,008-14575328,V, ,N,IAG,26, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:05:01.511,0,x,x,O,U,U,Y,1548006941,Spur,N,Y,1,0,004-08556345,V, ,N,IAG,27, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:05:13.203,0,x,x,O,U,U,Y,1548006943,Spur,N,Y,1,0,008-11307022,V, ,N,IAG,20, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:05:15.961,0,x,x,O,U,U,Y,1548006945,Spur,N,Y,1,0,022-12377357,B,C,N,IAG,28, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:05:20.073,0,x,x,O,U,U,Y,1548006947,Spur,N,Y,1,0,008-10934298,V, ,N,IAG,21, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:05:28.239,0,x,x,O,U,U,Y,1548006951,Spur,N,Y,1,0,022-12547238,V, ,N,IAG,66, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:05:31.741,0,x,x,O,U,U,Y,1548006953,Spur,N,Y,1,0,022-10208170,V, ,N,IAG,58, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:06:04.627,0,x,x,O,U,U,Y,1548006955,Spur,N,Y,1,0,005-03212937,V, ,N,IAG,29, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:06:07.805,0,x,x,O,U,U,Y,1548006958,Spur,N,Y,1,0,005-03386477,V,C,N,IAG,25, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:06:11.167,0,x,x,O,U,U,Y,1548006961,Spur,N,Y,1,0,008-14770901,V, ,N,IAG,37, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:06:16.486,0,x,x,O,U,U,Y,1548006963,Spur,N,Y,1,0,022-13440950,V,SC,N,IAG,40, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.402,06/11/2024 14:06:32.590,0,x,x,O,U,U,Y,1548006965,Spur,N,Y,1,0,008-10389977,V, ,N,IAG,29, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.403,06/11/2024 14:06:34.841,0,x,x,O,U,U,Y,1548006968,Spur,N,Y,1,0,022-14794449,V, ,N,IAG,20, ,1,264, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.403,06/11/2024 14:06:45.633,0,x,x,O,U,U,Y,1548006970,Spur,N,Y,1,0,008-15193124,V,SC,N,IAG,18, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.403,06/11/2024 14:06:50.570,0,x,x,O,U,U,Y,1548006972,Spur,N,Y,1,0,005-04711033,V, ,N,IAG,38, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.403,06/11/2024 14:06:57.008,0,x,x,O,U,U,Y,1548006974,Spur,N,Y,1,0,008-10651857,V, ,N,IAG,14, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.403,06/11/2024 14:07:02.783,0,x,x,O,U,U,Y,1548006976,Spur,N,Y,1,0,008-13365826,V, ,N,IAG,30, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:15:03.403,06/11/2024 14:07:23.470,0,x,x,O,U,U,Y,1548006979,Spur,N,Y,1,0,022-12366387,U, ,N,IAG,21, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
